Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 01:24, ebb,-1.4
2020-01-01 04:18, slack,-
2020-01-01 07:12, flood,1.9
2020-01-01 11:48, slack,-
2020-01-01 16:54, ebb,-1.0
2020-01-01 22:30, ebb,-0.1
2020-01-02 01:54, ebb,-0.9
2020-01-02 04:30, slack,-
2020-01-02 07:42, flood,1.6
2020-01-02 11:48, slack,-
2020-01-02 17:36, ebb,-1.3
2020-01-02 21:48, slack,-
2020-01-02 23:12, flood,0.2
2020-01-03 00:42, slack,-
2020-01-03 02:30, ebb,-0.4
2020-01-03 04:06, slack,-
2020-01-03 08:12, flood,1.4
2020-01-03 11:48, slack,-
2020-01-03 18:06, ebb,-1.6
2020-01-03 21:42, slack,-
2020-01-03 23:42, flood,0.7
2020-01-04 02:48, slack,-
2020-01-04 08:42, flood,1.3
2020-01-04 12:06, slack,-
2020-01-04 16:36, ebb,-2.0
2020-01-04 18:12, ebb,-2.0
2020-01-04 21:48, slack,-
2020-01-05 00:06, flood,1.2
2020-01-05 03:54, flood,0.2
2020-01-05 09:24, flood,1.2
2020-01-05 12:24, slack,-
2020-01-05 17:18, ebb,-2.4
2020-01-05 22:00, slack,-
2020-01-06 00:30, flood,1.7
2020-01-06 04:42, flood,0.4
2020-01-06 10:18, flood,1.1
2020-01-06 12:54, slack,-
2020-01-06 18:06, ebb,-2.8
2020-01-06 22:24, slack,-
2020-01-07 01:00, flood,2.3
2020-01-07 05:36, flood,0.4
2020-01-07 08:06, flood,0.7
2020-01-07 11:12, flood,1.0
2020-01-07 13:24, slack,-
2020-01-07 19:00, ebb,-3.1
2020-01-07 22:54, slack,-
2020-01-08 01:30, flood,2.9
2020-01-08 06:48, flood,0.3
2020-01-08 12:00, flood,0.9
2020-01-08 14:06, slack,-
2020-01-08 20:00, ebb,-3.2
2020-01-08 23:24, slack,-
2020-01-09 02:12, flood,3.3
2020-01-09 08:12, slack,-
2020-01-09 13:00, flood,0.9
2020-01-09 14:48, slack,-
2020-01-09 20:54, ebb,-3.3
2020-01-10 00:06, slack,-
2020-01-10 02:48, flood,3.5
2020-01-10 08:12, slack,-
2020-01-10 09:12, ebb,-0.1
2020-01-10 10:54, slack,-
2020-01-10 13:48, flood,0.9
2020-01-10 15:42, slack,-
2020-01-10 21:48, ebb,-3.4
2020-01-11 00:54, slack,-
2020-01-11 03:24, flood,3.4
2020-01-11 08:30, slack,-
2020-01-11 10:00, ebb,-0.2
2020-01-11 12:00, slack,-
2020-01-11 14:36, flood,1.0
2020-01-11 16:36, slack,-
2020-01-11 22:36, ebb,-3.4
2020-01-12 01:36, slack,-
2020-01-12 04:06, flood,3.3
2020-01-12 09:00, slack,-
2020-01-12 10:42, ebb,-0.3
2020-01-12 12:48, slack,-
2020-01-12 15:24, flood,1.1
2020-01-12 17:30, slack,-
2020-01-12 23:24, ebb,-3.2
2020-01-13 02:24, slack,-
2020-01-13 04:48, flood,3.0
2020-01-13 09:12, slack,-
2020-01-13 11:18, ebb,-0.4
2020-01-13 13:30, slack,-
2020-01-13 16:12, flood,1.1
2020-01-13 18:30, slack,-
2020-01-14 00:06, ebb,-3.0
2020-01-14 03:06, slack,-
2020-01-14 05:30, flood,2.7
2020-01-14 09:24, slack,-
2020-01-14 12:00, ebb,-0.5
2020-01-14 14:30, slack,-
2020-01-14 17:12, flood,1.1
2020-01-14 19:30, slack,-
2020-01-15 00:48, ebb,-2.6
2020-01-15 03:42, slack,-
2020-01-15 06:06, flood,2.4
2020-01-15 09:36, slack,-
2020-01-15 12:48, ebb,-0.7
2020-01-15 15:48, slack,-
2020-01-15 18:12, flood,0.9
2020-01-15 20:36, slack,-
2020-01-16 01:24, ebb,-2.1
2020-01-16 04:24, slack,-
2020-01-16 06:48, flood,2.2
2020-01-16 10:00, slack,-
2020-01-16 13:36, ebb,-1.0
2020-01-16 17:24, slack,-
2020-01-16 19:30, flood,0.8
2020-01-16 22:12, slack,-
2020-01-17 02:06, ebb,-1.6
2020-01-17 04:54, slack,-
2020-01-17 07:36, flood,1.9
2020-01-17 10:36, slack,-
2020-01-17 14:30, ebb,-1.3
2020-01-17 18:48, slack,-
2020-01-17 21:12, flood,1.0
2020-01-18 00:00, slack,-
2020-01-18 02:48, ebb,-1.1
2020-01-18 05:30, slack,-
2020-01-18 08:24, flood,1.6
2020-01-18 11:12, slack,-
2020-01-18 15:36, ebb,-1.7
2020-01-18 19:54, slack,-
2020-01-18 22:30, flood,1.6
2020-01-19 01:36, slack,-
2020-01-19 03:42, ebb,-0.7
2020-01-19 06:18, slack,-
2020-01-19 09:24, flood,1.2
2020-01-19 11:54, slack,-
2020-01-19 16:48, ebb,-2.0
2020-01-19 20:42, slack,-
2020-01-19 23:24, flood,2.3
2020-01-20 03:00, slack,-
2020-01-20 04:36, ebb,-0.5
2020-01-20 08:00, slack,-
2020-01-20 10:30, flood,0.9
2020-01-20 12:36, slack,-
2020-01-20 18:12, ebb,-2.3
2020-01-20 21:30, slack,-
2020-01-21 00:12, flood,3.0
2020-01-21 04:18, slack,-
2020-01-21 08:12, ebb,-0.5
2020-01-21 09:48, slack,-
2020-01-21 11:36, flood,0.7
2020-01-21 13:18, slack,-
2020-01-21 19:24, ebb,-2.6
2020-01-21 22:12, slack,-
2020-01-22 01:00, flood,3.5
2020-01-22 05:24, slack,-
2020-01-22 09:12, ebb,-0.9
2020-01-22 11:12, slack,-
2020-01-22 12:36, flood,0.5
2020-01-22 14:00, slack,-
2020-01-22 20:18, ebb,-2.8
2020-01-22 23:00, slack,-
2020-01-23 01:42, flood,3.8
2020-01-23 06:30, slack,-
2020-01-23 10:00, ebb,-1.1
2020-01-23 12:18, slack,-
2020-01-23 13:30, flood,0.4
2020-01-23 14:48, slack,-
2020-01-23 21:06, ebb,-2.9
2020-01-23 23:42, slack,-
2020-01-24 02:30, flood,3.9
2020-01-24 07:24, slack,-
2020-01-24 10:54, ebb,-1.2
2020-01-24 13:18, slack,-
2020-01-24 14:24, flood,0.3
2020-01-24 15:36, slack,-
2020-01-24 21:54, ebb,-2.9
2020-01-25 00:30, slack,-
2020-01-25 03:12, flood,3.7
2020-01-25 08:18, slack,-
2020-01-25 11:42, ebb,-1.2
2020-01-25 14:12, slack,-
2020-01-25 15:12, flood,0.3
2020-01-25 16:24, slack,-
2020-01-25 22:36, ebb,-2.8
2020-01-26 01:18, slack,-
2020-01-26 04:00, flood,3.4
2020-01-26 09:06, slack,-
2020-01-26 12:30, ebb,-1.1
2020-01-26 15:00, slack,-
2020-01-26 16:00, flood,0.2
2020-01-26 17:12, slack,-
2020-01-26 23:12, ebb,-2.5
2020-01-27 02:00, slack,-
2020-01-27 04:36, flood,2.9
2020-01-27 09:36, slack,-
2020-01-27 13:12, ebb,-1.0
2020-01-27 15:54, slack,-
2020-01-27 16:48, flood,0.1
2020-01-27 17:54, slack,-
2020-01-27 23:42, ebb,-2.1
2020-01-28 02:36, slack,-
2020-01-28 05:12, flood,2.5
2020-01-28 09:54, slack,-
2020-01-28 13:54, ebb,-0.9
2020-01-28 17:12, slack,-
2020-01-29 00:12, ebb,-1.6
2020-01-29 03:00, slack,-
2020-01-29 05:42, flood,2.1
2020-01-29 09:48, slack,-
2020-01-29 14:30, ebb,-1.0
2020-01-29 18:54, slack,-
2020-01-30 00:36, ebb,-1.0
2020-01-30 03:00, slack,-
2020-01-30 06:06, flood,1.9
2020-01-30 09:42, slack,-
2020-01-30 13:36, ebb,-1.3
2020-01-30 20:06, slack,-
2020-01-30 22:00, slack,-
2020-01-31 01:06, ebb,-0.5
2020-01-31 02:36, slack,-
2020-01-31 06:24, flood,1.7
2020-01-31 09:42, slack,-
2020-01-31 14:06, ebb,-1.6
2020-01-31 19:54, slack,-
2020-01-31 22:12, flood,0.4
2020-02-01 00:54, slack,-
2020-02-01 02:18, slack,-
2020-02-01 06:42, flood,1.6
2020-02-01 10:00, slack,-
2020-02-01 14:54, ebb,-2.0
2020-02-01 20:12, slack,-
2020-02-01 22:48, flood,0.9
2020-02-02 02:24, flood,0.2
2020-02-02 06:36, flood,1.4
2020-02-02 10:24, slack,-
2020-02-02 15:48, ebb,-2.4
