Year,Month,Day,net_move,Station
2018,11,01,3.317,9449904
2018,11,02,4.824,9449904
2018,11,03,5.147,9449904
2018,11,04,5.601,9449904
2018,11,05,6.108,9449904
2018,11,06,6.497999999999999,9449904
2018,11,07,6.69,9449904
2018,11,08,6.66,9449904
2018,11,09,6.414,9449904
2018,11,10,3.587,9449904
2018,11,11,5.677999999999999,9449904
2018,11,12,5.361999999999999,9449904
2018,11,13,4.994,9449904
2018,11,14,4.547999999999999,9449904
2018,11,15,4.063000000000001,9449904
2018,11,16,3.7300000000000004,9449904
2018,11,17,3.412,9449904
2018,11,18,3.745000000000001,9449904
2018,11,19,4.264,9449904
2018,11,20,4.938000000000001,9449904
2018,11,21,5.648000000000001,9449904
2018,11,22,6.302,9449904
2018,11,23,6.804,9449904
2018,11,24,7.081,9449904
2018,11,25,4.08,9449904
2018,11,26,7.006,9449904
2018,11,27,6.662,9449904
2018,11,28,6.226000000000001,9449904
2018,11,29,5.745,9449904
2018,11,30,5.409,9449904
