Year,Month,Day,Amplitude,Station
2021,10,01,4.5,PUG1744
2021,10,02,4.9,PUG1744
2021,10,03,5.300000000000001,PUG1744
2021,10,04,5.5,PUG1744
2021,10,05,5.5,PUG1744
2021,10,06,5,PUG1744
2021,10,07,4.5,PUG1744
2021,10,08,3.9,PUG1744
2021,10,09,4.9,PUG1744
2021,10,10,4.9,PUG1744
2021,10,11,4.800000000000001,PUG1744
2021,10,12,4.5,PUG1744
2021,10,13,4.1,PUG1744
2021,10,14,4.1,PUG1744
2021,10,15,4.3,PUG1744
2021,10,16,4.7,PUG1744
2021,10,17,4.9,PUG1744
2021,10,18,4.800000000000001,PUG1744
2021,10,19,4.4,PUG1744
2021,10,20,4.6,PUG1744
2021,10,21,4.9,PUG1744
2021,10,22,2.8,PUG1744
2021,10,23,5.2,PUG1744
2021,10,24,5,PUG1744
2021,10,25,4.8,PUG1744
2021,10,26,4.4,PUG1744
2021,10,27,4.2,PUG1744
2021,10,28,4,PUG1744
2021,10,29,4.1,PUG1744
2021,10,30,4.300000000000001,PUG1744
2021,10,31,4.699999999999999,PUG1744
2021,11,01,4.7,PUG1744
2021,11,02,4.5,PUG1744
2021,11,03,4.4,PUG1744
2021,11,04,4.8,PUG1744
2021,11,05,5.4,PUG1744
2021,11,06,5.7,PUG1744
2021,11,07,5.6,PUG1744
2021,11,08,3.9000000000000004,PUG1744
2021,11,09,5.2,PUG1744
2021,11,10,4.8,PUG1744
2021,11,11,4.4,PUG1744
2021,11,12,4.1,PUG1744
2021,11,13,4.1,PUG1744
2021,11,14,4.1,PUG1744
2021,11,15,4.300000000000001,PUG1744
2021,11,16,4.3,PUG1744
2021,11,17,5.1,PUG1744
2021,11,18,5.5,PUG1744
2021,11,19,5.9,PUG1744
2021,11,20,5.8,PUG1744
2021,11,21,5.7,PUG1744
2021,11,22,5.4,PUG1744
2021,11,24,4.9,PUG1744
2021,11,25,4.6,PUG1744
2021,11,26,4.5,PUG1744
2021,11,27,4.300000000000001,PUG1744
2021,11,28,4.2,PUG1744
2021,11,29,4,PUG1744
2021,11,30,4,PUG1744
2021,12,01,4.199999999999999,PUG1744
2021,12,02,5.1,PUG1744
2021,12,03,5.699999999999999,PUG1744
2021,12,04,6.1,PUG1744
2021,12,05,6.2,PUG1744
2021,12,06,6,PUG1744
2021,12,07,4.2,PUG1744
2021,12,08,5.6,PUG1744
2021,12,09,5.1,PUG1744
2021,12,10,4.7,PUG1744
2021,12,11,4.199999999999999,PUG1744
2021,12,12,3.6,PUG1744
2021,12,13,3.9000000000000004,PUG1744
2021,12,14,4.3,PUG1744
2021,12,15,5.1,PUG1744
2021,12,16,5.8,PUG1744
2021,12,17,6.1,PUG1744
2021,12,18,6.1,PUG1744
2021,12,19,6,PUG1744
2021,12,20,5.9,PUG1744
2021,12,21,5.7,PUG1744
2021,12,23,5.4,PUG1744
2021,12,24,5.2,PUG1744
2021,12,25,4.9,PUG1744
2021,12,26,4.4,PUG1744
2021,12,27,3.6,PUG1744
2021,12,28,3.5999999999999996,PUG1744
2021,12,29,3.8,PUG1744
2021,12,30,4.9,PUG1744
2021,12,31,5.6,PUG1744
