Year,Month,Day,Amplitude,Station
2021,10,01,1.2000000000000002,PCT1416
2021,10,02,1.3,PCT1416
2021,10,03,1.3,PCT1416
2021,10,04,1.4,PCT1416
2021,10,05,1.3,PCT1416
2021,10,06,1.2,PCT1416
2021,10,07,1.4,PCT1416
2021,10,08,1.5,PCT1416
2021,10,09,1.5,PCT1416
2021,10,10,1.6,PCT1416
2021,10,11,1.4,PCT1416
2021,10,12,1.6,PCT1416
2021,10,13,1.5,PCT1416
2021,10,14,1.5,PCT1416
2021,10,15,1.5,PCT1416
2021,10,16,1.3,PCT1416
2021,10,17,1.3,PCT1416
2021,10,18,1.2,PCT1416
2021,10,19,1.2,PCT1416
2021,10,20,1.3,PCT1416
2021,10,21,1.3,PCT1416
2021,10,22,1.3,PCT1416
2021,10,23,1.3,PCT1416
2021,10,24,1.3,PCT1416
2021,10,25,1.2000000000000002,PCT1416
2021,10,26,1.3,PCT1416
2021,10,27,1.1,PCT1416
2021,10,28,1.2000000000000002,PCT1416
2021,10,29,1.2000000000000002,PCT1416
2021,10,30,1.2000000000000002,PCT1416
2021,10,31,1.1,PCT1416
2021,11,01,1.2,PCT1416
2021,11,02,1.2,PCT1416
2021,11,03,1.2999999999999998,PCT1416
2021,11,04,1.5,PCT1416
2021,11,05,1.6,PCT1416
2021,11,06,1.8,PCT1416
2021,11,07,1.9,PCT1416
2021,11,08,1.7999999999999998,PCT1416
2021,11,09,1.7999999999999998,PCT1416
2021,11,10,1.6,PCT1416
2021,11,11,1.4,PCT1416
2021,11,12,1.3,PCT1416
2021,11,13,1.2000000000000002,PCT1416
2021,11,14,1.1,PCT1416
2021,11,15,1.1,PCT1416
2021,11,16,1.2,PCT1416
2021,11,17,1.3,PCT1416
2021,11,18,1.4,PCT1416
2021,11,19,1.5,PCT1416
2021,11,20,1.5,PCT1416
2021,11,21,1.5,PCT1416
2021,11,22,1.5,PCT1416
2021,11,23,1.5,PCT1416
2021,11,24,1.4,PCT1416
2021,11,25,1.4,PCT1416
2021,11,26,1.3,PCT1416
2021,11,27,1.2000000000000002,PCT1416
2021,11,28,1.1,PCT1416
2021,11,29,1,PCT1416
2021,11,30,1,PCT1416
2021,12,01,1.2,PCT1416
2021,12,02,1.4,PCT1416
2021,12,03,1.7,PCT1416
2021,12,04,1.9,PCT1416
2021,12,05,2,PCT1416
2021,12,06,2,PCT1416
2021,12,07,1.9,PCT1416
2021,12,08,1.8,PCT1416
2021,12,09,1.5,PCT1416
2021,12,10,1.3,PCT1416
2021,12,11,1.2000000000000002,PCT1416
2021,12,12,1,PCT1416
2021,12,13,0.8,PCT1416
2021,12,14,1,PCT1416
2021,12,15,1.2000000000000002,PCT1416
2021,12,16,1.4,PCT1416
2021,12,17,1.5,PCT1416
2021,12,18,1.5,PCT1416
2021,12,19,1.6,PCT1416
2021,12,20,1.6,PCT1416
2021,12,21,1.6,PCT1416
2021,12,22,1.6,PCT1416
2021,12,23,1.5,PCT1416
2021,12,24,1.4,PCT1416
2021,12,25,1.3,PCT1416
2021,12,26,1.1,PCT1416
2021,12,27,1,PCT1416
2021,12,28,1.1,PCT1416
2021,12,29,0.9,PCT1416
2021,12,30,1.4,PCT1416
2021,12,31,1.7,PCT1416
