Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:27, ebb,-0.4
2020-01-01 02:26, slack,-
2020-01-01 05:14, flood,0.6
2020-01-01 09:44, slack,-
2020-01-01 13:39, ebb,-0.5
2020-01-01 17:38, slack,-
2020-01-01 18:38, flood,0.1
2020-01-01 21:44, slack,-
2020-01-02 01:27, ebb,-0.3
2020-01-02 03:20, slack,-
2020-01-02 05:56, flood,0.5
2020-01-02 10:08, slack,-
2020-01-02 14:09, ebb,-0.5
2020-01-02 18:02, slack,-
2020-01-02 19:38, flood,0.2
2020-01-02 23:20, slack,-
2020-01-03 02:39, ebb,-0.3
2020-01-03 04:26, slack,-
2020-01-03 06:44, flood,0.4
2020-01-03 10:38, slack,-
2020-01-03 14:45, ebb,-0.5
2020-01-03 18:32, slack,-
2020-01-03 20:38, flood,0.3
2020-01-04 00:44, slack,-
2020-01-04 03:51, ebb,-0.3
2020-01-04 05:44, slack,-
2020-01-04 07:44, flood,0.3
2020-01-04 11:14, slack,-
2020-01-04 15:33, ebb,-0.6
2020-01-04 19:02, slack,-
2020-01-04 21:26, flood,0.5
2020-01-05 01:50, slack,-
2020-01-05 05:03, ebb,-0.3
2020-01-05 07:02, slack,-
2020-01-05 08:38, flood,0.2
2020-01-05 11:50, slack,-
2020-01-05 16:15, ebb,-0.6
2020-01-05 19:32, slack,-
2020-01-05 22:14, flood,0.6
2020-01-06 02:50, slack,-
2020-01-06 06:03, ebb,-0.4
2020-01-06 08:14, slack,-
2020-01-06 09:32, flood,0.2
2020-01-06 12:26, slack,-
2020-01-06 17:03, ebb,-0.7
2020-01-06 20:08, slack,-
2020-01-06 22:56, flood,0.8
2020-01-07 03:38, slack,-
2020-01-07 06:57, ebb,-0.4
2020-01-07 09:20, slack,-
2020-01-07 10:20, flood,0.2
2020-01-07 13:08, slack,-
2020-01-07 17:39, ebb,-0.8
2020-01-07 20:44, slack,-
2020-01-07 23:38, flood,1.0
2020-01-08 04:26, slack,-
2020-01-08 07:45, ebb,-0.4
2020-01-08 10:14, slack,-
2020-01-08 11:08, flood,0.2
2020-01-08 13:44, slack,-
