Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 04:27, slack,-
2020-01-01 07:25, flood,1.5
2020-01-01 11:41, slack,-
2020-01-01 14:52, ebb,-1.6
2020-01-01 19:22, ebb,-0.7
2020-01-02 00:34, ebb,-1.7
2020-01-02 05:03, slack,-
2020-01-02 08:07, flood,1.3
2020-01-02 12:05, slack,-
2020-01-02 15:28, ebb,-1.9
2020-01-02 20:34, ebb,-0.6
2020-01-03 01:22, ebb,-1.1
2020-01-03 05:33, slack,-
2020-01-03 08:49, flood,1.1
2020-01-03 12:29, slack,-
2020-01-03 16:04, ebb,-2.4
2020-01-03 22:04, ebb,-0.3
2020-01-04 02:40, ebb,-0.6
2020-01-04 05:57, slack,-
2020-01-04 09:31, flood,0.9
2020-01-04 12:47, slack,-
2020-01-04 16:40, ebb,-2.8
2020-01-04 22:21, slack,-
2020-01-05 00:19, flood,0.2
2020-01-05 02:47, slack,-
2020-01-05 04:16, ebb,-0.3
2020-01-05 06:33, slack,-
2020-01-05 10:13, flood,0.7
2020-01-05 13:11, slack,-
2020-01-05 17:10, ebb,-3.3
2020-01-05 22:21, slack,-
2020-01-06 00:49, flood,0.6
2020-01-06 04:47, slack,-
2020-01-06 05:40, ebb,-0.2
2020-01-06 07:33, slack,-
2020-01-06 10:55, flood,0.5
2020-01-06 13:29, slack,-
2020-01-06 17:46, ebb,-3.7
2020-01-06 22:39, slack,-
2020-01-07 01:13, flood,1.1
2020-01-07 05:47, slack,-
2020-01-07 06:40, ebb,-0.2
2020-01-07 08:51, slack,-
2020-01-07 11:49, flood,0.4
2020-01-07 13:53, slack,-
2020-01-07 18:22, ebb,-4.0
2020-01-07 23:03, slack,-
2020-01-08 01:43, flood,1.5
2020-01-08 06:29, slack,-
2020-01-08 07:40, ebb,-0.4
2020-01-08 10:45, slack,-
2020-01-08 12:43, flood,0.2
2020-01-08 14:17, slack,-
2020-01-08 18:52, ebb,-4.3
2020-01-08 23:33, slack,-
