Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:30, ebb,-2.4
2020-01-01 03:54, slack,-
2020-01-01 07:30, flood,2.5
2020-01-01 11:24, slack,-
2020-01-01 15:00, ebb,-1.9
2020-01-01 20:24, ebb,-0.5
2020-01-02 01:18, ebb,-1.8
2020-01-02 04:30, slack,-
2020-01-02 08:12, flood,2.2
2020-01-02 11:42, slack,-
2020-01-02 15:30, ebb,-2.3
2020-01-02 21:24, ebb,-0.2
2020-01-03 02:12, ebb,-1.2
2020-01-03 05:12, slack,-
2020-01-03 09:00, flood,1.9
2020-01-03 12:06, slack,-
2020-01-03 16:06, ebb,-2.7
2020-01-03 21:06, slack,-
2020-01-03 22:30, flood,0.3
2020-01-04 00:24, slack,-
2020-01-04 03:30, ebb,-0.8
2020-01-04 06:06, slack,-
2020-01-04 09:42, flood,1.5
2020-01-04 12:24, slack,-
2020-01-04 16:42, ebb,-3.2
2020-01-04 21:12, slack,-
2020-01-04 23:24, flood,1.1
2020-01-05 02:42, slack,-
2020-01-05 05:06, ebb,-0.6
2020-01-05 07:18, slack,-
2020-01-05 10:36, flood,1.2
2020-01-05 12:48, slack,-
2020-01-05 17:18, ebb,-3.8
2020-01-05 21:30, slack,-
2020-01-06 00:12, flood,1.9
2020-01-06 04:12, slack,-
2020-01-06 06:18, ebb,-0.7
2020-01-06 08:48, slack,-
2020-01-06 11:30, flood,0.9
2020-01-06 13:18, slack,-
2020-01-06 18:00, ebb,-4.3
2020-01-06 21:54, slack,-
2020-01-07 00:48, flood,2.7
2020-01-07 05:12, slack,-
2020-01-07 07:18, ebb,-0.9
2020-01-07 10:24, slack,-
2020-01-07 12:18, flood,0.6
2020-01-07 13:42, slack,-
2020-01-07 18:36, ebb,-4.7
2020-01-07 22:18, slack,-
2020-01-08 01:30, flood,3.4
2020-01-08 05:54, slack,-
2020-01-08 08:12, ebb,-1.0
2020-01-08 11:42, slack,-
2020-01-08 13:00, flood,0.4
2020-01-08 14:12, slack,-
2020-01-08 19:12, ebb,-5.1
2020-01-08 22:54, slack,-
2020-01-09 02:12, flood,3.9
2020-01-09 06:36, slack,-
2020-01-09 09:00, ebb,-1.2
2020-01-09 12:48, slack,-
2020-01-09 13:42, flood,0.2
2020-01-09 14:36, slack,-
2020-01-09 19:54, ebb,-5.3
2020-01-09 23:30, slack,-
2020-01-10 02:54, flood,4.3
2020-01-10 07:18, slack,-
2020-01-10 09:42, ebb,-1.3
2020-01-10 13:42, slack,-
2020-01-10 14:30, flood,0.1
2020-01-10 15:12, slack,-
2020-01-10 20:36, ebb,-5.3
2020-01-11 00:12, slack,-
2020-01-11 03:36, flood,4.4
2020-01-11 08:00, slack,-
2020-01-11 10:24, ebb,-1.3
2020-01-11 14:24, slack,-
2020-01-11 15:12, flood,0.1
2020-01-11 15:54, slack,-
2020-01-11 21:18, ebb,-5.3
2020-01-12 00:54, slack,-
2020-01-12 04:18, flood,4.4
2020-01-12 08:36, slack,-
2020-01-12 11:00, ebb,-1.4
2020-01-12 15:00, slack,-
2020-01-12 15:54, flood,0.1
2020-01-12 16:36, slack,-
2020-01-12 22:06, ebb,-5.0
2020-01-13 01:36, slack,-
2020-01-13 04:54, flood,4.2
2020-01-13 09:12, slack,-
2020-01-13 11:48, ebb,-1.6
2020-01-13 15:42, slack,-
2020-01-13 16:36, flood,0.2
2020-01-13 17:30, slack,-
2020-01-13 22:48, ebb,-4.6
2020-01-14 02:24, slack,-
2020-01-14 05:42, flood,4.0
2020-01-14 09:42, slack,-
2020-01-14 12:30, ebb,-2.0
2020-01-14 16:36, slack,-
2020-01-14 17:36, flood,0.2
2020-01-14 18:30, slack,-
2020-01-14 23:42, ebb,-4.0
