Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 01:07, slack,-
2020-01-01 06:26, flood,1.3
2020-01-01 11:17, slack,-
2020-01-01 14:02, ebb,-0.3
2020-01-01 18:32, ebb,-0.1
2020-01-01 23:44, ebb,-0.3
2020-01-02 01:43, slack,-
2020-01-02 07:08, flood,1.1
2020-01-02 11:41, slack,-
2020-01-02 14:38, ebb,-0.4
2020-01-02 19:44, ebb,-0.1
2020-01-03 00:32, ebb,-0.2
2020-01-03 02:13, slack,-
2020-01-03 07:50, flood,0.9
2020-01-03 12:05, slack,-
2020-01-03 15:14, ebb,-0.5
2020-01-03 21:14, slack,-
2020-01-04 01:50, ebb,-0.1
2020-01-04 02:37, slack,-
2020-01-04 08:32, flood,0.8
2020-01-04 12:23, slack,-
2020-01-04 15:50, ebb,-0.6
2020-01-04 19:01, slack,-
2020-01-04 23:20, flood,0.2
2020-01-05 02:23, slack,-
2020-01-05 09:14, flood,0.6
2020-01-05 12:47, slack,-
2020-01-05 16:20, ebb,-0.7
2020-01-05 19:01, slack,-
2020-01-05 23:50, flood,0.5
2020-01-06 04:23, slack,-
2020-01-06 09:56, flood,0.5
2020-01-06 13:05, slack,-
2020-01-06 16:56, ebb,-0.7
2020-01-06 19:19, slack,-
2020-01-07 00:14, flood,0.9
2020-01-07 05:23, slack,-
2020-01-07 10:50, flood,0.3
2020-01-07 13:29, slack,-
2020-01-07 17:32, ebb,-0.8
2020-01-07 19:43, slack,-
2020-01-08 00:44, flood,1.3
2020-01-08 06:05, slack,-
2020-01-08 07:25, slack,-
2020-01-08 11:44, flood,0.2
2020-01-08 13:53, slack,-
2020-01-08 18:02, ebb,-0.9
2020-01-08 20:13, slack,-
2020-01-09 01:20, flood,1.6
2020-01-09 06:47, slack,-
2020-01-09 07:44, ebb,-0.1
2020-01-09 09:07, slack,-
2020-01-09 12:32, flood,0.1
2020-01-09 14:23, slack,-
2020-01-09 18:44, ebb,-0.9
2020-01-09 20:49, slack,-
2020-01-10 01:56, flood,1.9
2020-01-10 07:23, slack,-
2020-01-10 08:44, ebb,-0.1
2020-01-10 10:19, slack,-
2020-01-10 14:59, slack,-
2020-01-10 19:20, ebb,-0.9
2020-01-10 21:25, slack,-
2020-01-11 02:38, flood,2.0
2020-01-11 08:05, slack,-
2020-01-11 09:38, ebb,-0.2
2020-01-11 11:19, slack,-
2020-01-11 15:29, slack,-
2020-01-11 20:02, ebb,-0.9
2020-01-11 22:07, slack,-
2020-01-12 03:20, flood,2.1
2020-01-12 08:41, slack,-
2020-01-12 10:26, ebb,-0.2
2020-01-12 12:25, slack,-
2020-01-12 16:11, slack,-
2020-01-12 20:50, ebb,-0.8
2020-01-12 22:49, slack,-
2020-01-13 04:02, flood,2.0
2020-01-13 09:17, slack,-
2020-01-13 11:20, ebb,-0.3
2020-01-13 15:38, slack,-
2020-01-13 21:38, ebb,-0.7
2020-01-13 23:31, slack,-
2020-01-14 04:50, flood,1.9
2020-01-14 09:47, slack,-
2020-01-14 12:08, ebb,-0.3
2020-01-14 16:44, slack,-
2020-01-14 22:32, ebb,-0.6
2020-01-15 00:13, slack,-
2020-01-15 05:32, flood,1.7
2020-01-15 10:17, slack,-
2020-01-15 12:50, ebb,-0.4
2020-01-15 15:25, slack,-
2020-01-15 19:17, slack,-
2020-01-15 23:26, ebb,-0.5
2020-01-16 01:01, slack,-
2020-01-16 06:20, flood,1.5
2020-01-16 10:47, slack,-
2020-01-16 13:38, ebb,-0.5
