Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 04:45, slack,-
2020-01-01 08:14, flood,0.8
2020-01-01 10:48, slack,-
2020-01-01 14:53, ebb,-0.6
2020-01-01 19:23, ebb,-0.3
2020-01-02 00:35, ebb,-0.7
2020-01-02 05:21, slack,-
2020-01-02 08:56, flood,0.7
2020-01-02 11:12, slack,-
2020-01-02 15:29, ebb,-0.8
2020-01-02 20:35, ebb,-0.2
2020-01-03 01:23, ebb,-0.4
2020-01-03 05:51, slack,-
2020-01-03 09:38, flood,0.6
2020-01-03 11:36, slack,-
2020-01-03 16:05, ebb,-1.0
2020-01-03 22:05, ebb,-0.1
2020-01-04 02:41, ebb,-0.2
2020-01-04 06:15, slack,-
2020-01-04 10:20, flood,0.5
2020-01-04 11:54, slack,-
2020-01-04 16:41, ebb,-1.1
2020-01-04 22:39, slack,-
2020-01-05 01:08, flood,0.1
2020-01-05 01:54, slack,-
2020-01-05 04:17, ebb,-0.1
2020-01-05 06:51, slack,-
2020-01-05 11:02, flood,0.4
2020-01-05 12:18, slack,-
2020-01-05 17:11, ebb,-1.3
2020-01-05 22:39, slack,-
2020-01-06 01:38, flood,0.4
2020-01-06 03:54, slack,-
2020-01-06 07:51, slack,-
2020-01-06 11:44, flood,0.3
2020-01-06 12:36, slack,-
2020-01-06 17:47, ebb,-1.5
2020-01-06 22:57, slack,-
2020-01-07 02:02, flood,0.6
2020-01-07 04:54, slack,-
2020-01-07 09:09, slack,-
2020-01-07 12:38, flood,0.2
2020-01-07 13:00, slack,-
2020-01-07 18:23, ebb,-1.6
2020-01-07 23:21, slack,-
2020-01-08 02:32, flood,0.9
2020-01-08 05:36, slack,-
2020-01-08 07:41, ebb,-0.1
2020-01-08 11:03, slack,-
2020-01-08 13:32, flood,0.1
2020-01-08 13:24, slack,-
2020-01-08 18:53, ebb,-1.7
2020-01-08 23:51, slack,-
2020-01-09 03:08, flood,1.1
2020-01-09 06:18, slack,-
2020-01-09 08:35, ebb,-0.2
2020-01-09 12:45, slack,-
2020-01-09 13:54, slack,-
2020-01-09 19:35, ebb,-1.8
2020-01-10 00:27, slack,-
2020-01-10 03:44, flood,1.2
2020-01-10 06:54, slack,-
2020-01-10 09:35, ebb,-0.3
2020-01-10 13:57, slack,-
2020-01-10 20:11, ebb,-1.8
2020-01-11 01:03, slack,-
2020-01-11 04:26, flood,1.3
2020-01-11 07:36, slack,-
2020-01-11 10:29, ebb,-0.3
2020-01-11 14:57, slack,-
2020-01-11 20:53, ebb,-1.7
2020-01-12 01:45, slack,-
2020-01-12 05:08, flood,1.4
2020-01-12 08:12, slack,-
2020-01-12 11:17, ebb,-0.4
2020-01-12 16:03, slack,-
2020-01-12 21:41, ebb,-1.6
2020-01-13 02:27, slack,-
2020-01-13 05:50, flood,1.3
2020-01-13 08:48, slack,-
2020-01-13 12:11, ebb,-0.5
2020-01-13 16:29, slack,-
2020-01-13 22:29, ebb,-1.5
2020-01-14 03:09, slack,-
2020-01-14 06:38, flood,1.3
2020-01-14 09:18, slack,-
2020-01-14 12:59, ebb,-0.7
2020-01-14 17:35, slack,-
2020-01-14 23:23, ebb,-1.2
2020-01-15 03:51, slack,-
2020-01-15 07:20, flood,1.1
2020-01-15 09:48, slack,-
2020-01-15 13:41, ebb,-0.8
2020-01-15 19:03, slack,-
2020-01-16 00:17, ebb,-0.9
2020-01-16 04:39, slack,-
2020-01-16 08:08, flood,1.0
2020-01-16 10:18, slack,-
2020-01-16 14:29, ebb,-1.0
2020-01-16 19:39, slack,-
2020-01-16 20:56, flood,0.1
2020-01-16 20:48, slack,-
2020-01-17 01:29, ebb,-0.7
2020-01-17 05:27, slack,-
2020-01-17 08:56, flood,0.8
2020-01-17 10:48, slack,-
2020-01-17 15:17, ebb,-1.2
2020-01-17 20:21, slack,-
2020-01-17 22:14, flood,0.3
2020-01-17 23:24, slack,-
2020-01-18 02:59, ebb,-0.4
2020-01-18 06:21, slack,-
2020-01-18 09:44, flood,0.6
2020-01-18 11:12, slack,-
2020-01-18 16:05, ebb,-1.4
2020-01-18 21:03, slack,-
2020-01-18 23:38, flood,0.5
2020-01-19 01:48, slack,-
2020-01-19 04:35, ebb,-0.3
2020-01-19 07:39, slack,-
2020-01-19 10:38, flood,0.4
2020-01-19 11:42, slack,-
2020-01-19 16:47, ebb,-1.5
2020-01-19 21:39, slack,-
2020-01-20 00:56, flood,0.7
2020-01-20 03:30, slack,-
2020-01-20 05:53, ebb,-0.3
2020-01-20 09:27, slack,-
2020-01-20 11:38, flood,0.2
2020-01-20 12:06, slack,-
