Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 02:24, slack,-
2020-01-01 05:12, flood,1.5
2020-01-01 09:30, slack,-
2020-01-01 13:42, ebb,-1.1
2020-01-01 17:12, slack,-
2020-01-01 19:48, flood,0.3
2020-01-01 21:18, slack,-
2020-01-02 00:00, ebb,-1.0
2020-01-02 03:00, slack,-
2020-01-02 05:48, flood,1.3
2020-01-02 10:00, slack,-
2020-01-02 14:36, ebb,-1.1
2020-01-02 18:06, slack,-
2020-01-02 20:54, flood,0.5
2020-01-02 22:36, slack,-
2020-01-03 00:54, ebb,-0.8
2020-01-03 03:48, slack,-
2020-01-03 06:30, flood,1.2
2020-01-03 10:24, slack,-
2020-01-03 14:12, ebb,-1.1
2020-01-03 18:48, slack,-
2020-01-03 21:48, flood,0.8
2020-01-03 23:48, slack,-
2020-01-04 01:48, ebb,-0.7
2020-01-04 04:36, slack,-
2020-01-04 07:24, flood,1.0
2020-01-04 11:00, slack,-
2020-01-04 14:30, ebb,-1.3
2020-01-04 19:24, slack,-
2020-01-04 22:24, flood,1.0
2020-01-05 00:48, slack,-
2020-01-05 02:48, ebb,-0.6
2020-01-05 05:30, slack,-
2020-01-05 08:24, flood,0.9
2020-01-05 11:30, slack,-
2020-01-05 15:00, ebb,-1.5
2020-01-05 19:54, slack,-
2020-01-05 23:06, flood,1.3
2020-01-06 01:42, slack,-
2020-01-06 03:36, ebb,-0.6
2020-01-06 06:42, slack,-
2020-01-06 09:24, flood,0.9
2020-01-06 12:06, slack,-
2020-01-06 15:30, ebb,-1.7
2020-01-06 20:30, slack,-
2020-01-06 23:36, flood,1.7
2020-01-07 02:36, slack,-
2020-01-07 04:18, ebb,-0.6
2020-01-07 08:00, slack,-
2020-01-07 10:24, flood,0.9
2020-01-07 12:42, slack,-
2020-01-07 16:00, ebb,-2.0
2020-01-07 21:00, slack,-
2020-01-08 00:06, flood,2.0
2020-01-08 03:18, slack,-
2020-01-08 05:12, ebb,-0.6
2020-01-08 09:12, slack,-
2020-01-08 11:12, flood,0.8
2020-01-08 13:24, slack,-
2020-01-08 16:42, ebb,-2.1
2020-01-08 21:36, slack,-
2020-01-09 00:42, flood,2.4
2020-01-09 04:06, slack,-
2020-01-09 07:54, ebb,-0.7
2020-01-09 10:12, slack,-
2020-01-09 12:06, flood,0.8
2020-01-09 14:00, slack,-
2020-01-09 17:24, ebb,-2.2
2020-01-09 22:12, slack,-
2020-01-10 01:12, flood,2.7
2020-01-10 04:54, slack,-
2020-01-10 08:54, ebb,-0.9
2020-01-10 11:18, slack,-
2020-01-10 12:54, flood,0.8
2020-01-10 14:42, slack,-
2020-01-10 18:18, ebb,-2.2
2020-01-10 22:48, slack,-
2020-01-11 01:48, flood,2.9
2020-01-11 05:42, slack,-
2020-01-11 09:42, ebb,-1.0
2020-01-11 12:12, slack,-
2020-01-11 13:42, flood,0.7
2020-01-11 15:24, slack,-
2020-01-11 19:12, ebb,-2.2
2020-01-11 23:30, slack,-
2020-01-12 02:30, flood,2.9
2020-01-12 06:24, slack,-
2020-01-12 10:30, ebb,-1.2
2020-01-12 13:06, slack,-
2020-01-12 14:30, flood,0.7
2020-01-12 16:18, slack,-
2020-01-12 20:12, ebb,-2.1
2020-01-13 00:12, slack,-
2020-01-13 03:12, flood,2.8
2020-01-13 07:06, slack,-
2020-01-13 11:06, ebb,-1.2
2020-01-13 13:54, slack,-
2020-01-13 15:24, flood,0.6
2020-01-13 17:24, slack,-
2020-01-13 21:12, ebb,-1.9
2020-01-14 01:00, slack,-
2020-01-14 03:54, flood,2.6
2020-01-14 07:42, slack,-
2020-01-14 11:24, ebb,-1.3
2020-01-14 14:48, slack,-
2020-01-14 16:30, flood,0.6
2020-01-14 18:42, slack,-
2020-01-14 22:24, ebb,-1.7
2020-01-15 01:48, slack,-
2020-01-15 04:42, flood,2.3
2020-01-15 08:24, slack,-
2020-01-15 11:36, ebb,-1.3
2020-01-15 15:48, slack,-
2020-01-15 17:48, flood,0.7
2020-01-15 20:12, slack,-
2020-01-15 23:24, ebb,-1.5
2020-01-16 02:42, slack,-
2020-01-16 05:30, flood,2.0
2020-01-16 09:06, slack,-
2020-01-16 12:06, ebb,-1.4
2020-01-16 16:42, slack,-
2020-01-16 19:18, flood,0.9
2020-01-16 21:48, slack,-
2020-01-17 00:24, ebb,-1.2
2020-01-17 03:36, slack,-
2020-01-17 06:24, flood,1.7
2020-01-17 09:48, slack,-
2020-01-17 12:48, ebb,-1.5
2020-01-17 17:36, slack,-
2020-01-17 20:48, flood,1.2
2020-01-17 23:12, slack,-
2020-01-18 01:30, ebb,-1.0
2020-01-18 04:42, slack,-
2020-01-18 07:18, flood,1.3
2020-01-18 10:30, slack,-
2020-01-18 13:42, ebb,-1.7
2020-01-18 18:36, slack,-
2020-01-18 21:48, flood,1.6
2020-01-19 00:30, slack,-
2020-01-19 02:48, ebb,-0.8
2020-01-19 05:48, slack,-
2020-01-19 08:30, flood,1.1
2020-01-19 11:18, slack,-
2020-01-19 14:36, ebb,-1.9
2020-01-19 19:30, slack,-
2020-01-19 22:42, flood,1.9
2020-01-20 01:42, slack,-
2020-01-20 03:54, ebb,-0.7
2020-01-20 07:00, slack,-
2020-01-20 09:42, flood,1.0
2020-01-20 12:06, slack,-
2020-01-20 15:24, ebb,-2.0
2020-01-20 20:18, slack,-
2020-01-20 23:30, flood,2.2
2020-01-21 02:42, slack,-
2020-01-21 06:00, ebb,-0.7
2020-01-21 08:18, slack,-
2020-01-21 10:42, flood,1.0
2020-01-21 12:54, slack,-
2020-01-21 16:06, ebb,-2.1
2020-01-21 21:00, slack,-
2020-01-22 00:18, flood,2.4
2020-01-22 03:36, slack,-
2020-01-22 07:18, ebb,-0.8
2020-01-22 09:18, slack,-
2020-01-22 11:36, flood,0.9
2020-01-22 13:42, slack,-
2020-01-22 16:48, ebb,-2.2
2020-01-22 21:42, slack,-
2020-01-23 01:00, flood,2.5
2020-01-23 04:30, slack,-
2020-01-23 08:12, ebb,-1.0
2020-01-23 10:18, slack,-
2020-01-23 12:30, flood,0.9
2020-01-23 14:24, slack,-
2020-01-23 17:42, ebb,-2.1
2020-01-23 22:24, slack,-
2020-01-24 01:36, flood,2.5
2020-01-24 05:18, slack,-
2020-01-24 09:00, ebb,-1.1
2020-01-24 11:18, slack,-
2020-01-24 13:12, flood,0.8
2020-01-24 15:06, slack,-
2020-01-24 18:42, ebb,-2.0
2020-01-24 23:00, slack,-
2020-01-25 02:06, flood,2.4
2020-01-25 06:00, slack,-
2020-01-25 09:48, ebb,-1.2
2020-01-25 12:06, slack,-
2020-01-25 13:54, flood,0.8
2020-01-25 15:54, slack,-
2020-01-25 19:36, ebb,-1.9
2020-01-25 23:36, slack,-
2020-01-26 02:30, flood,2.2
2020-01-26 06:36, slack,-
2020-01-26 10:30, ebb,-1.3
2020-01-26 12:54, slack,-
2020-01-26 14:36, flood,0.6
2020-01-26 16:48, slack,-
2020-01-26 20:24, ebb,-1.7
2020-01-27 00:06, slack,-
2020-01-27 02:54, flood,2.0
2020-01-27 07:12, slack,-
2020-01-27 11:12, ebb,-1.3
2020-01-27 13:42, slack,-
2020-01-27 15:24, flood,0.5
2020-01-27 17:42, slack,-
2020-01-27 21:12, ebb,-1.6
2020-01-28 00:42, slack,-
2020-01-28 03:24, flood,1.9
2020-01-28 07:36, slack,-
2020-01-28 11:48, ebb,-1.2
2020-01-28 14:30, slack,-
2020-01-28 16:18, flood,0.5
2020-01-28 18:42, slack,-
2020-01-28 22:06, ebb,-1.4
2020-01-29 01:18, slack,-
2020-01-29 03:54, flood,1.7
2020-01-29 08:00, slack,-
2020-01-29 12:12, ebb,-1.2
2020-01-29 15:18, slack,-
2020-01-29 17:24, flood,0.5
2020-01-29 19:42, slack,-
2020-01-29 22:54, ebb,-1.2
2020-01-30 01:48, slack,-
2020-01-30 04:36, flood,1.5
2020-01-30 08:24, slack,-
2020-01-30 12:12, ebb,-1.1
2020-01-30 16:06, slack,-
2020-01-30 18:12, flood,0.5
2020-01-30 20:54, slack,-
2020-01-30 23:36, ebb,-1.0
2020-01-31 02:24, slack,-
