Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 00:36, ebb,-1.8
2020-01-01 04:12, slack,-
2020-01-01 07:12, flood,2.1
2020-01-01 11:30, slack,-
2020-01-01 16:48, ebb,-1.1
2020-01-01 19:24, ebb,-0.7
2020-01-02 01:30, ebb,-1.4
2020-01-02 04:42, slack,-
2020-01-02 07:48, flood,1.8
2020-01-02 11:54, slack,-
2020-01-02 16:36, ebb,-1.4
2020-01-02 23:00, ebb,-0.5
2020-01-03 02:36, ebb,-1.0
2020-01-03 05:12, slack,-
2020-01-03 08:30, flood,1.7
2020-01-03 12:18, slack,-
2020-01-03 16:36, ebb,-1.8
2020-01-03 23:24, slack,-
2020-01-04 03:42, ebb,-0.8
2020-01-04 05:48, slack,-
2020-01-04 09:18, flood,1.5
2020-01-04 12:48, slack,-
2020-01-04 17:06, ebb,-2.2
2020-01-04 22:00, slack,-
2020-01-05 00:24, flood,0.6
2020-01-05 02:30, slack,-
2020-01-05 04:42, ebb,-0.7
2020-01-05 06:48, slack,-
2020-01-05 10:06, flood,1.3
2020-01-05 13:12, slack,-
2020-01-05 17:36, ebb,-2.6
2020-01-05 22:00, slack,-
2020-01-06 00:54, flood,1.4
2020-01-06 03:42, slack,-
2020-01-06 05:42, ebb,-0.8
2020-01-06 08:06, slack,-
2020-01-06 10:54, flood,1.1
2020-01-06 13:30, slack,-
2020-01-06 18:06, ebb,-2.9
2020-01-06 22:18, slack,-
2020-01-07 01:18, flood,2.2
2020-01-07 04:36, slack,-
2020-01-07 06:36, ebb,-0.9
2020-01-07 09:30, slack,-
2020-01-07 11:42, flood,0.8
2020-01-07 13:48, slack,-
2020-01-07 18:36, ebb,-3.2
2020-01-07 22:36, slack,-
2020-01-08 01:48, flood,2.9
2020-01-08 05:24, slack,-
2020-01-08 07:36, ebb,-1.0
2020-01-08 10:54, slack,-
2020-01-08 12:36, flood,0.5
2020-01-08 14:00, slack,-
2020-01-08 19:06, ebb,-3.4
2020-01-08 23:06, slack,-
2020-01-09 02:18, flood,3.5
2020-01-09 06:06, slack,-
2020-01-09 08:18, ebb,-1.1
2020-01-09 12:18, slack,-
2020-01-09 13:24, flood,0.2
2020-01-09 14:18, slack,-
2020-01-09 19:36, ebb,-3.6
2020-01-09 23:42, slack,-
2020-01-10 02:54, flood,3.9
2020-01-10 06:54, slack,-
2020-01-10 09:06, ebb,-1.0
2020-01-10 13:36, slack,-
2020-01-10 14:42, slack,-
2020-01-10 20:06, ebb,-3.6
2020-01-11 00:18, slack,-
2020-01-11 03:30, flood,4.0
2020-01-11 07:30, slack,-
2020-01-11 09:42, ebb,-1.0
2020-01-11 14:54, slack,-
2020-01-11 20:42, ebb,-3.5
2020-01-12 01:00, slack,-
2020-01-12 04:12, flood,3.9
2020-01-12 08:12, slack,-
2020-01-12 10:24, ebb,-1.0
2020-01-12 15:36, slack,-
2020-01-12 21:30, ebb,-3.3
2020-01-13 01:42, slack,-
2020-01-13 05:00, flood,3.6
2020-01-13 08:42, slack,-
2020-01-13 11:06, ebb,-1.0
2020-01-13 16:36, slack,-
2020-01-13 22:18, ebb,-2.9
2020-01-14 02:24, slack,-
2020-01-14 05:42, flood,3.4
2020-01-14 09:18, slack,-
2020-01-14 11:48, ebb,-1.2
2020-01-14 17:36, slack,-
2020-01-14 23:12, ebb,-2.6
2020-01-15 03:06, slack,-
2020-01-15 06:24, flood,3.1
2020-01-15 09:48, slack,-
2020-01-15 12:30, ebb,-1.5
2020-01-15 18:18, slack,-
2020-01-16 00:12, ebb,-2.1
2020-01-16 03:48, slack,-
2020-01-16 07:06, flood,2.7
2020-01-16 10:24, slack,-
2020-01-16 13:18, ebb,-1.8
2020-01-16 18:54, slack,-
2020-01-16 19:54, flood,0.2
2020-01-16 21:06, slack,-
2020-01-17 01:18, ebb,-1.7
2020-01-17 04:36, slack,-
2020-01-17 07:48, flood,2.3
2020-01-17 10:54, slack,-
2020-01-17 14:18, ebb,-2.1
2020-01-17 19:36, slack,-
2020-01-17 21:36, flood,0.6
2020-01-17 23:48, slack,-
2020-01-18 02:42, ebb,-1.3
2020-01-18 05:30, slack,-
2020-01-18 08:42, flood,1.8
2020-01-18 11:30, slack,-
2020-01-18 15:24, ebb,-2.4
2020-01-18 20:12, slack,-
2020-01-18 22:54, flood,1.4
2020-01-19 01:42, slack,-
2020-01-19 04:06, ebb,-1.1
2020-01-19 06:54, slack,-
2020-01-19 09:36, flood,1.2
2020-01-19 12:06, slack,-
