Date_Time (LST/LDT), Event, Speed (knots)
2020-01-01 01:42, slack,-
2020-01-01 08:08, flood,1.0
2020-01-01 14:06, slack,-
2020-01-01 14:38, ebb,-0.3
2020-01-01 19:44, ebb,-0.1
2020-01-01 23:56, ebb,-0.3
2020-01-02 02:06, slack,-
2020-01-02 08:50, flood,0.9
2020-01-02 14:42, slack,-
2020-01-02 15:26, ebb,-0.3
2020-01-02 21:08, slack,-
2020-01-03 01:02, ebb,-0.2
2020-01-03 02:36, slack,-
2020-01-03 09:26, flood,0.8
2020-01-03 15:06, slack,-
2020-01-03 16:08, ebb,-0.4
2020-01-03 19:42, slack,-
2020-01-04 02:42, slack,-
2020-01-04 10:02, flood,0.6
2020-01-04 15:24, slack,-
2020-01-04 16:50, ebb,-0.5
2020-01-04 19:36, slack,-
2020-01-05 00:20, flood,0.4
2020-01-05 05:30, slack,-
2020-01-05 10:32, flood,0.4
2020-01-05 15:30, slack,-
2020-01-05 17:26, ebb,-0.5
2020-01-05 19:42, slack,-
2020-01-06 01:08, flood,0.7
2020-01-06 07:06, slack,-
2020-01-06 11:08, flood,0.3
2020-01-06 15:30, slack,-
2020-01-06 17:56, ebb,-0.6
2020-01-06 20:06, slack,-
2020-01-07 01:50, flood,1.0
2020-01-07 08:00, slack,-
2020-01-07 12:14, flood,0.1
2020-01-07 15:30, slack,-
2020-01-07 18:20, ebb,-0.7
2020-01-07 20:36, slack,-
2020-01-08 02:26, flood,1.3
2020-01-08 08:42, slack,-
2020-01-08 07:50, ebb,-0.1
2020-01-08 15:54, slack,-
2020-01-08 18:50, ebb,-0.7
2020-01-08 21:18, slack,-
2020-01-09 03:08, flood,1.5
2020-01-09 09:18, slack,-
2020-01-09 08:38, ebb,-0.1
2020-01-09 16:42, slack,-
2020-01-09 19:20, ebb,-0.8
2020-01-09 22:00, slack,-
2020-01-10 03:50, flood,1.6
2020-01-10 09:54, slack,-
2020-01-10 09:26, ebb,-0.2
2020-01-10 14:50, flood,0.2
2020-01-10 17:42, slack,-
2020-01-10 19:56, ebb,-0.8
2020-01-10 22:42, slack,-
2020-01-11 04:32, flood,1.6
2020-01-11 10:24, slack,-
2020-01-11 10:08, ebb,-0.2
2020-01-11 15:32, flood,0.2
2020-01-11 18:48, slack,-
2020-01-11 20:38, ebb,-0.8
2020-01-11 23:30, slack,-
2020-01-12 05:14, flood,1.6
2020-01-12 11:00, slack,-
2020-01-12 10:44, ebb,-0.2
2020-01-12 16:20, flood,0.3
2020-01-12 19:42, slack,-
2020-01-12 21:26, ebb,-0.7
2020-01-13 00:12, slack,-
2020-01-13 05:56, flood,1.5
2020-01-13 11:30, slack,-
2020-01-13 11:26, ebb,-0.2
2020-01-13 12:36, slack,-
2020-01-13 17:14, flood,0.4
2020-01-13 20:42, slack,-
2020-01-13 22:14, ebb,-0.7
2020-01-14 00:54, slack,-
2020-01-14 06:38, flood,1.3
2020-01-14 12:00, slack,-
