Year,Month,Day,net_move,Station
2019,10,01,5.561,9448683
2019,10,02,4.742,9448683
2019,10,03,6.628,9448683
2019,10,04,5.933999999999999,9448683
2019,10,05,5.4350000000000005,9448683
2019,10,06,5.1819999999999995,9448683
2019,10,07,5.077,9448683
2019,10,08,4.651,9448683
2019,10,09,5.0920000000000005,9448683
2019,10,10,5.322,9448683
2019,10,11,5.589,9448683
2019,10,12,5.87,9448683
2019,10,13,6.1339999999999995,9448683
2019,10,14,6.327999999999999,9448683
2019,10,15,6.407,9448683
2019,10,16,6.353,9448683
2019,10,17,3.868,9448683
2019,10,18,5.918000000000001,9448683
2019,10,19,5.641,9448683
2019,10,20,5.411,9448683
2019,10,21,5.343999999999999,9448683
2019,10,22,5.461,9448683
2019,10,23,5.81,9448683
2019,10,24,5.478,9448683
2019,10,25,6.66,9448683
2019,10,26,7.353,9448683
2019,10,27,7.916,9448683
2019,10,28,8.231,9448683
2019,10,29,8.235,9448683
2019,10,30,7.920999999999999,9448683
2019,10,31,4.6739999999999995,9448683
