Year,Month,Day,net_move,Station
2019,11,01,3.1800000000000006,9449982
2019,11,02,4.774000000000001,9449982
2019,11,03,4.704,9449982
2019,11,04,4.266,9449982
2019,11,05,4.752000000000001,9449982
2019,11,06,3.705,9449982
2019,11,07,3.2199999999999998,9449982
2019,11,08,3.568,9449982
2019,11,09,3.92,9449982
2019,11,10,4.38,9449982
2019,11,11,4.859999999999999,9449982
2019,11,12,5.276,9449982
2019,11,13,5.564,9449982
2019,11,14,5.695,9449982
2019,11,15,5.68,9449982
2019,11,16,3.09,9449982
2019,11,17,5.454000000000001,9449982
2019,11,18,4.871,9449982
2019,11,19,4.843999999999999,9449982
2019,11,20,5.3870000000000005,9449982
2019,11,21,4.643,9449982
2019,11,22,4.132,9449982
2019,11,23,4.952999999999999,9449982
2019,11,24,5.653,9449982
2019,11,25,6.294,9449982
2019,11,26,6.712,9449982
2019,11,27,6.828,9449982
2019,11,28,6.638,9449982
2019,11,29,6.197,9449982
2019,11,30,2.903,9449982
