Year,Month,Day,net_move,Station
2019,11,01,3.9879999999999995,9448876
2019,11,02,5.998,9448876
2019,11,03,5.4510000000000005,9448876
2019,11,04,4.982,9448876
2019,11,05,4.64,9448876
2019,11,06,4.123,9448876
2019,11,07,4.383000000000001,9448876
2019,11,08,4.7010000000000005,9448876
2019,11,09,5.1259999999999994,9448876
2019,11,10,5.591999999999999,9448876
2019,11,11,6.028,9448876
2019,11,12,6.3870000000000005,9448876
2019,11,13,6.622000000000001,9448876
2019,11,14,6.709999999999999,9448876
2019,11,15,3.918,9448876
2019,11,16,6.518000000000001,9448876
2019,11,17,6.27,9448876
2019,11,18,5.985,9448876
2019,11,19,5.746,9448876
2019,11,20,5.627000000000001,9448876
2019,11,21,5.145,9448876
2019,11,22,5.6850000000000005,9448876
2019,11,23,6.305999999999999,9448876
2019,11,24,7.007000000000001,9448876
2019,11,25,7.585,9448876
2019,11,26,7.911000000000001,9448876
2019,11,27,7.933999999999999,9448876
2019,11,28,7.659000000000001,9448876
2019,11,29,4.4079999999999995,9448876
2019,11,30,6.852,9448876
