Year,Month,Day,net_move,Station
2017,10,01,4.497,TWC1165
2017,10,02,5.412,TWC1165
2017,10,03,6.041,TWC1165
2017,10,04,6.691,TWC1165
2017,10,05,7.273000000000001,TWC1165
2017,10,06,7.694,TWC1165
2017,10,07,7.889999999999999,TWC1165
2017,10,08,5.140000000000001,TWC1165
2017,10,09,7.488000000000001,TWC1165
2017,10,10,7.07,TWC1165
2017,10,11,6.5600000000000005,TWC1165
2017,10,12,6.146000000000001,TWC1165
2017,10,13,5.978,TWC1165
2017,10,14,5.459,TWC1165
2017,10,15,6.039,TWC1165
2017,10,16,6.365,TWC1165
2017,10,17,6.718,TWC1165
2017,10,18,6.971,TWC1165
2017,10,19,7.084,TWC1165
2017,10,20,7.055999999999999,TWC1165
2017,10,21,6.891,TWC1165
2017,10,22,6.583,TWC1165
2017,10,23,3.957,TWC1165
2017,10,24,5.827,TWC1165
2017,10,25,5.353999999999999,TWC1165
2017,10,26,4.983,TWC1165
2017,10,27,4.731,TWC1165
2017,10,28,4.596,TWC1165
2017,10,29,4.675,TWC1165
2017,10,30,4.35,TWC1165
2017,10,31,5.283,TWC1165
