Year,Month,Day,net_move,Station
2017,11,01,4.289000000000001,9449994
2017,11,02,6.015,9449994
2017,11,03,6.716,9449994
2017,11,04,7.247000000000002,9449994
2017,11,05,7.519,9449994
2017,11,06,7.481999999999999,9449994
2017,11,07,4.436,9449994
2017,11,08,6.854000000000001,9449994
2017,11,09,6.293000000000001,9449994
2017,11,10,5.782,9449994
2017,11,11,5.420999999999999,9449994
2017,11,12,5.266,9449994
2017,11,13,4.409,9449994
2017,11,14,5.221,9449994
2017,11,15,5.530999999999999,9449994
2017,11,16,5.789,9449994
2017,11,17,5.965999999999999,9449994
2017,11,18,6.04,9449994
2017,11,19,6.010999999999999,9449994
2017,11,20,5.864999999999999,9449994
2017,11,21,5.605,9449994
2017,11,22,3.3040000000000003,9449994
2017,11,23,5.124,9449994
2017,11,24,4.055,9449994
2017,11,25,5.281000000000001,9449994
2017,11,26,4.297,9449994
2017,11,27,4.24,9449994
2017,11,28,3.7920000000000003,9449994
2017,11,29,4.572,9449994
2017,11,30,5.322,9449994
