Year,Month,Day,net_move,Station
2017,10,01,2.657,9449771
2017,10,02,4.561,9449771
2017,10,03,5.047,9449771
2017,10,04,5.5120000000000005,9449771
2017,10,05,5.9159999999999995,9449771
2017,10,06,6.219,9449771
2017,10,07,6.377,9449771
2017,10,08,4.026,9449771
2017,10,09,6.068,9449771
2017,10,10,5.823,9449771
2017,10,11,5.55,9449771
2017,10,12,5.308,9449771
2017,10,13,5.172,9449771
2017,10,14,5.16,9449771
2017,10,15,4.747,9449771
2017,10,16,5.289,9449771
2017,10,17,5.566,9449771
2017,10,18,5.7620000000000005,9449771
2017,10,19,5.849,9449771
2017,10,20,5.814,9449771
2017,10,21,5.659000000000001,9449771
2017,10,22,3.382,9449771
2017,10,23,5.130000000000001,9449771
2017,10,24,4.794,9449771
2017,10,25,4.476,9449771
2017,10,26,3.7439999999999998,9449771
2017,10,27,3.9759999999999995,9449771
2017,10,28,3.811,9449771
2017,10,29,4.76,9449771
2017,10,30,3.7860000000000005,9449771
2017,10,31,4.352,9449771
