Year,Month,Day,net_move,Station
2017,10,01,4.162,9448918
2017,10,02,4.962,9448918
2017,10,03,5.592,9448918
2017,10,04,6.239,9448918
2017,10,05,6.82,9448918
2017,10,06,7.237,9448918
2017,10,07,7.427,9448918
2017,10,08,4.771,9448918
2017,10,09,7.014,9448918
2017,10,10,6.593999999999999,9448918
2017,10,11,6.085,9448918
2017,10,12,5.6739999999999995,9448918
2017,10,13,5.512999999999999,9448918
2017,10,14,5.122,9448918
2017,10,15,5.5809999999999995,9448918
2017,10,16,5.9079999999999995,9448918
2017,10,17,6.258000000000001,9448918
2017,10,18,6.507,9448918
2017,10,19,6.6160000000000005,9448918
2017,10,20,6.5809999999999995,9448918
2017,10,21,6.411,9448918
2017,10,22,3.874,9448918
2017,10,23,5.788,9448918
2017,10,24,5.34,9448918
2017,10,25,4.87,9448918
2017,10,26,4.509,9448918
2017,10,27,4.265,9448918
2017,10,28,4.14,9448918
2017,10,29,4.225,9448918
2017,10,30,4.009,9448918
2017,10,31,4.835000000000001,9448918
