Year,Month,Day,net_move,Station
2017,11,01,4.332000000000001,9448772
2017,11,02,6.112,9448772
2017,11,03,6.888,9448772
2017,11,04,7.464,9448772
2017,11,05,7.758000000000001,9448772
2017,11,06,7.71,9448772
2017,11,07,4.415,9448772
2017,11,08,7.008,9448772
2017,11,09,6.391,9448772
2017,11,10,5.84,9448772
2017,11,11,5.454,9448772
2017,11,12,4.7829999999999995,9448772
2017,11,13,4.971,9448772
2017,11,14,5.2299999999999995,9448772
2017,11,15,5.56,9448772
2017,11,16,5.8309999999999995,9448772
2017,11,17,6.016,9448772
2017,11,18,6.092999999999999,9448772
2017,11,19,6.054,9448772
2017,11,20,5.8870000000000005,9448772
2017,11,21,3.3149999999999995,9448772
2017,11,22,5.559,9448772
2017,11,23,5.36,9448772
2017,11,24,5.061,9448772
2017,11,25,4.682,9448772
2017,11,26,4.215999999999999,9448772
2017,11,27,4.1530000000000005,9448772
2017,11,28,3.7740000000000005,9448772
2017,11,29,4.51,9448772
2017,11,30,5.333,9448772
